"Time","Target/4","Rpm/4","Accel(m/s)","Power","D"
"2036","0.000000","0.000000","0.000000","0.000000","0.000000"
"2046","0.000000","0.000000","0.000000","0.000000","0.000000"
"2056","0.000000","0.000000","0.000000","0.000000","0.000000"
"2066","0.000000","0.000000","0.000000","0.000000","0.000000"
"2076","0.000000","0.000000","0.000000","0.000000","0.000000"
"2086","0.000000","0.000000","0.000000","0.000000","0.000000"
"2096","0.000000","0.000000","0.000000","0.000000","0.000000"
"2106","0.000000","0.000000","0.000000","0.000000","0.000000"
"2116","0.000000","0.000000","0.000000","0.000000","0.000000"
"2126","0.000000","0.000000","0.000000","0.000000","0.000000"
"2136","0.000000","0.000000","0.000000","0.000000","0.000000"
"2146","0.000000","0.000000","0.000000","0.000000","0.000000"
"2156","0.000000","0.000000","0.000000","0.000000","0.000000"
"2166","0.000000","0.000000","0.000000","0.000000","0.000000"
"2176","0.000000","0.000000","0.000000","0.000000","0.000000"
"2186","0.000000","0.000000","0.000000","0.000000","0.000000"
"2196","0.000000","0.000000","0.000000","0.000000","0.000000"
"2206","0.000000","0.000000","0.000000","0.000000","0.000000"
"2216","0.000000","0.000000","0.000000","0.000000","0.000000"
"2226","0.000000","0.000000","0.000000","0.000000","0.000000"
"2236","0.000000","0.000000","0.000000","0.000000","0.000000"
"2246","0.000000","0.000000","0.000000","0.000000","0.000000"
"2256","0.000000","0.000000","0.000000","0.000000","0.000000"
"2266","0.000000","0.000000","0.000000","0.000000","0.000000"
"2276","0.000000","0.000000","0.000000","0.000000","0.000000"
"2286","0.000000","0.000000","0.000000","0.000000","0.000000"
"2296","0.000000","0.000000","0.000000","0.000000","0.000000"
"2306","0.000000","0.000000","0.000000","0.000000","0.000000"
"2316","0.000000","0.000000","0.000000","0.000000","0.000000"
"2326","0.000000","0.000000","0.000000","0.000000","0.000000"
"2336","0.000000","0.000000","0.000000","0.000000","0.000000"
"2346","0.000000","0.000000","0.000000","0.000000","0.000000"
"2356","0.000000","0.000000","0.000000","0.000000","0.000000"
"2366","0.000000","0.000000","0.000000","0.000000","0.000000"
"2376","0.000000","0.000000","0.000000","0.000000","0.000000"
"2386","0.000000","0.000000","0.000000","0.000000","0.000000"
"2396","0.000000","0.000000","0.000000","0.000000","0.000000"
"2406","0.000000","0.000000","0.000000","0.000000","0.000000"
"2416","0.000000","0.000000","0.000000","0.000000","0.000000"
"2426","0.000000","0.000000","0.000000","0.000000","0.000000"
"2436","0.000000","0.000000","0.000000","0.000000","0.000000"
"2446","0.000000","0.000000","0.000000","0.000000","0.000000"
"2456","0.000000","0.000000","0.000000","0.000000","0.000000"
"2466","0.000000","0.000000","0.000000","0.000000","0.000000"
"2476","0.000000","0.000000","0.000000","0.000000","0.000000"
"2486","0.000000","0.000000","0.000000","0.000000","0.000000"
"2496","0.000000","0.000000","0.000000","0.000000","0.000000"
"2506","0.000000","0.000000","0.000000","0.000000","0.000000"
"2516","0.000000","0.000000","0.000000","0.000000","0.000000"
"2526","0.000000","0.000000","0.000000","0.000000","0.000000"
"2536","0.000000","0.000000","0.000000","0.000000","0.000000"
"2546","0.000000","0.000000","0.000000","0.000000","0.000000"
"2556","0.000000","0.000000","0.000000","0.000000","0.000000"
"2566","0.000000","0.000000","0.000000","0.000000","0.000000"
"2576","0.000000","0.000000","0.000000","0.000000","0.000000"
"2586","0.000000","0.000000","0.000000","0.000000","0.000000"
"2596","0.000000","0.000000","0.000000","0.000000","0.000000"
"2606","0.000000","0.000000","0.000000","0.000000","0.000000"
"2616","0.000000","0.000000","0.000000","0.000000","0.000000"
"2626","0.000000","0.000000","0.000000","0.000000","0.000000"
"2636","0.000000","0.000000","0.000000","0.000000","0.000000"
"2646","0.000000","0.000000","0.000000","0.000000","0.000000"
"2656","0.000000","0.000000","0.000000","0.000000","0.000000"
"2666","0.000000","0.000000","0.000000","0.000000","0.000000"
"2676","0.000000","0.000000","0.000000","0.000000","0.000000"
"2686","0.000000","0.000000","0.000000","0.000000","0.000000"
"2696","0.000000","0.000000","0.000000","0.000000","0.000000"
"2706","0.000000","0.000000","0.000000","0.000000","0.000000"
"2716","0.000000","0.000000","0.000000","0.000000","0.000000"
"2726","0.000000","0.000000","0.000000","0.000000","0.000000"
"2736","0.000000","0.000000","0.000000","0.000000","0.000000"
"2746","0.000000","0.000000","0.000000","0.000000","0.000000"
"2756","0.000000","0.000000","0.000000","0.000000","0.000000"
"2766","0.000000","0.000000","0.000000","0.000000","0.000000"
"2776","0.000000","0.000000","0.000000","0.000000","0.000000"
"2786","0.000000","0.000000","0.000000","0.000000","0.000000"
"2796","0.000000","0.000000","0.000000","0.000000","0.000000"
"2806","0.000000","0.000000","0.000000","0.000000","0.000000"
"2816","0.000000","0.000000","0.000000","0.000000","0.000000"
"2826","0.000000","0.000000","0.000000","0.000000","0.000000"
"2836","0.000000","0.000000","0.000000","0.000000","0.000000"
"2846","0.000000","0.000000","0.000000","0.000000","0.000000"
"2856","0.000000","0.000000","0.000000","0.000000","0.000000"
"2866","75.000000","0.000000","0.000000","10.400000","150.000000"
"2876","75.000000","0.000000","0.000000","10.800000","75.000000"
"2886","75.000000","0.000000","0.000000","11.200000","37.500000"
"2896","75.000000","0.000000","0.000000","11.600000","18.750000"
"2906","75.000000","0.000000","0.000000","12.000000","9.375000"
"2916","75.000000","0.000000","0.000000","12.400000","4.687500"
